 lga_code, lga_name,year, homeless_f_0_9, at_risk_f_0_9, homeless_m_0_9, at_risk_m_0_9, homeless_f_10_19, at_risk_f_10_19, homeless_m_10_19, at_risk_m_10_19, homeless_f_20_29, at_risk_f_20_29, homeless_m_20_29, at_risk_m_20_29, homeless_f_30_39, at_risk_f_30_39, homeless_m_30_39, at_risk_m_30_39, homeless_f_40_49, at_risk_f_40_49, homeless_m_40_49, at_risk_m_40_49, homeless_f_50_59, at_risk_f_50_59, homeless_m_50_59, at_risk_m_50_59, homeless_f_60_plus, at_risk_f_60_plus, homeless_m_60_plus, at_risk_m_60_plus,unknown_f,unknown_m
32260,Cassowary Coast,2018,13,0,12,7,14,11,12,5,12,21,9,14,11,28,15,17,13,24,6,25,4,7,0,5,0,3,0,4,3,5
32270,Central Highlands,2018,9,10,17,9,8,13,3,11,8,16,4,8,11,11,7,7,4,9,5,0,3,4,0,0,0,0,0,0,5,8
32310,Charters Towers,2018,3,0,5,0,0,0,6,0,5,0,0,0,7,0,12,0,8,0,5,0,0,0,0,0,0,0,0,0,12,8
32330,Cherbourg,2018,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
32450,Cloncurry,2018,24,40,17,43,41,22,24,17,50,80,36,17,46,54,43,24,38,28,30,27,10,13,30,14,3,5,12,9,2,0
32500,Cook,2018,0,24,0,19,0,14,0,4,0,26,0,0,0,18,0,0,0,14,0,0,0,3,0,0,0,4,0,0,11,6
32600,Croydon,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32750,Diamantina,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32770,Doomadgee,2018,0,4,0,3,0,0,0,0,5,7,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,0,5,7
32810,Douglas,2018,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,10,9
33100,Etheridge,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33200,Flinders,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
33220,Fraser Coast,2018,90,81,94,98,80,75,68,62,79,84,41,44,71,107,65,60,50,61,67,52,18,45,17,27,10,31,13,27,3,1
33360,Gladstone,2018,15,38,16,36,28,22,24,25,15,26,13,18,13,22,10,11,9,19,6,7,0,9,6,7,3,0,3,3,5,2
33430,Gold Coast,2018,127,200,138,216,175,190,154,205,113,147,64,56,154,196,95,49,127,187,110,67,56,79,69,41,25,38,22,35,2,1
33610,Goondiwindi,2018,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
33620,Gympie,2018,29,30,17,33,39,34,22,28,19,27,18,11,17,37,7,4,16,22,6,5,4,16,3,0,0,9,0,0,3,4
33800,Hinchinbrook,2018,3,0,0,3,5,0,3,4,5,18,3,5,5,19,3,4,5,14,7,7,5,10,5,7,0,10,3,7,6,2
33830,Hope Vale,2018,0,3,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
33960,Ipswich,2018,134,119,167,119,133,133,91,83,128,112,81,40,92,95,50,32,42,50,31,30,11,30,7,13,0,9,0,9,6,7
33980,Isaac,2018,6,4,8,4,7,14,6,8,4,7,0,7,5,9,3,5,3,7,0,0,3,4,0,0,0,0,0,0,2,10
34420,Kowanyama,2018,0,0,0,0,0,5,0,0,0,16,0,0,0,9,0,0,0,11,0,0,0,7,0,0,0,3,0,0,10,5
34530,Livingstone,2018,4,10,0,8,10,6,7,6,3,10,7,5,3,5,0,6,4,0,5,0,0,6,3,0,0,0,0,0,3,8
34570,Lockhart River,2018,0,8,0,0,0,6,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
34580,Lockyer Valley,2018,17,19,23,20,17,12,12,14,7,10,4,0,19,6,13,6,7,4,0,3,4,3,12,0,0,3,3,4,4,5
34590,Logan,2018,185,178,171,179,151,143,99,104,193,128,67,52,156,119,44,36,68,82,34,30,21,27,14,21,7,11,6,8,3,0
34710,Longreach,2018,0,0,3,0,0,3,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
34770,Mackay,2018,128,291,141,285,102,176,91,222,109,159,72,64,88,163,51,68,43,129,59,84,17,56,22,49,5,27,7,33,2,4
34800,McKinlay,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34830,Mapoon,2018,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
34860,Maranoa,2018,0,0,4,0,8,0,6,0,4,0,10,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,2,8
34880,Mareeba,2018,17,5,9,6,3,8,9,3,38,19,18,13,22,16,19,6,9,13,27,12,7,11,7,6,0,4,7,0,3,2
35010,Moreton Bay,2018,146,62,111,60,125,58,96,41,112,86,50,22,115,76,42,15,62,58,45,15,18,21,17,7,6,16,8,11,5,1
35250,Mornington,2018,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,8,0,0,0,0,0,0,9,6
35300,Mount Isa,2018,0,3,0,6,4,10,5,8,10,12,6,5,7,14,5,5,8,13,10,8,0,4,5,3,0,5,0,3,2,3
35600,Murweh,2018,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
35670,Napranum,2018,0,6,0,5,0,0,3,0,0,6,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,7
35740,Noosa,2018,20,5,14,0,14,3,12,6,9,4,8,3,10,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,5,6
35760,North Burnett,2018,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
35780,Northern Peninsula Area,2018,0,30,0,29,0,10,0,13,0,12,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,6
35790,Palm Island,2018,0,0,0,0,0,0,0,0,0,7,4,0,4,8,0,0,0,4,0,0,0,3,0,0,0,3,0,0,10,11
35800,Paroo,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
36070,Pormpuraaw,2018,0,0,0,0,0,6,0,0,0,11,0,0,0,13,0,0,0,8,0,0,0,3,0,0,0,4,0,0,4,2
36150,Quilpie,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36250,Redland,2018,33,24,37,35,22,56,29,43,32,14,16,9,22,23,17,4,23,15,5,3,3,6,0,3,0,0,0,0,3,2
36300,Richmond,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
36370,Rockhampton,2018,33,36,38,42,48,42,22,25,52,68,36,31,33,42,42,29,17,26,37,30,8,14,26,24,5,7,5,14,4,3
36510,Scenic Rim,2018,14,9,23,16,5,3,8,3,9,7,3,0,8,4,5,0,8,4,6,3,0,0,0,0,0,0,0,0,5,6
36580,Somerset,2018,6,5,10,6,3,10,3,3,7,7,0,0,5,3,0,6,3,4,0,4,0,0,0,0,0,0,0,0,5,9
36630,South Burnett,2018,17,9,18,13,11,9,16,10,9,12,4,4,13,6,0,0,3,4,0,4,0,0,0,0,0,0,0,0,4,3
36660,Southern Downs,2018,5,14,7,11,6,8,3,10,19,22,12,8,13,23,11,5,8,17,7,14,5,17,7,7,0,8,4,3,2,1
36720,Sunshine Coast,2018,76,18,84,21,56,23,48,15,46,38,28,12,48,27,32,8,38,24,21,12,13,17,13,11,11,7,3,3,3,4
36820,Tablelands,2018,12,14,13,27,11,9,7,12,12,9,5,3,14,28,4,0,4,14,0,4,6,8,0,3,0,4,0,0,3,6
36910,Toowoomba,2018,69,33,72,30,56,39,62,21,63,37,43,28,56,49,57,20,34,43,50,26,10,17,15,10,0,25,8,8,2,2
36950,Torres,2018,4,9,6,20,0,5,0,0,3,10,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,2,3
36960,Torres Strait Island,2018,0,5,0,4,0,4,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
37010,Townsville,2018,196,237,224,295,162,199,131,186,225,238,141,88,174,248,169,100,135,155,150,112,40,78,65,54,15,34,26,23,2,3
37300,Weipa,2018,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,2
37310,Western Downs,2018,3,12,15,11,3,3,3,6,6,5,6,0,7,3,4,3,0,0,4,0,0,0,0,0,0,0,0,0,2,5
37340,Whitsunday,2018,14,3,9,7,7,3,0,0,8,5,0,0,9,3,0,0,4,0,7,0,0,3,0,0,0,0,0,0,2,16
37400,Winton,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
37550,Woorabinda,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
37570,Wujal Wujal,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
37600,Yarrabah,2018,0,26,4,21,0,3,0,5,5,20,0,3,4,15,0,0,5,12,0,0,0,0,0,0,0,0,0,0,12,9
40070,Adelaide,2018,13,30,19,32,36,28,37,18,83,45,100,21,91,45,180,42,77,18,171,35,44,11,116,18,13,7,26,9,1,1
40120,Adelaide Hills,2018,0,0,0,0,6,5,4,0,0,6,0,0,5,13,0,0,0,12,3,3,0,0,0,0,0,0,0,0,9,15
40150,Adelaide Plains,2018,0,0,0,3,0,0,3,0,0,4,0,0,7,3,3,0,3,6,0,0,0,0,0,0,0,0,0,0,9,7
40220,Alexandrina,2018,0,4,0,4,3,6,0,4,5,9,0,11,9,15,9,6,3,22,5,5,0,8,3,0,5,3,0,0,6,10
40250,Anangu Pitjantjatjara,2018,0,9,0,5,0,15,5,3,4,47,0,0,0,50,0,0,0,20,0,0,0,9,0,0,0,0,0,0,5,11
40310,Barossa,2018,0,3,0,3,5,9,0,5,9,11,11,0,6,17,0,0,3,12,0,0,0,5,0,0,0,0,0,0,2,10
40430,Barunga West,2018,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
40520,Berri and Barmera,2018,0,23,0,26,10,21,0,15,8,28,19,12,5,14,23,10,10,15,31,4,5,7,13,5,0,5,6,0,2,4
40700,Burnside,2018,0,0,0,0,5,3,4,0,6,10,6,3,10,10,0,6,3,11,5,3,0,3,0,0,0,0,0,0,11,8
40910,Campbelltown,2018,5,21,0,14,7,9,4,8,12,19,9,6,9,40,8,10,5,12,0,5,0,11,3,0,0,6,0,5,7,9
41010,Ceduna,2018,0,15,0,14,7,8,4,8,10,21,7,4,10,24,6,7,7,12,9,5,3,7,0,0,0,3,0,0,4,5
41060,Charles Sturt,2018,15,79,16,77,35,67,22,56,63,72,30,28,60,97,43,30,33,63,29,32,19,32,18,21,3,19,4,13,3,2
41140,Clare and Gilbert Valleys,2018,0,13,0,8,4,6,4,7,4,9,0,4,0,11,3,0,0,13,0,0,0,3,0,0,0,0,0,0,9,8
41190,Cleve,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
41330,Coober Pedy,2018,0,5,0,7,0,0,0,3,7,8,0,6,7,10,9,0,6,4,9,3,8,3,3,0,0,0,0,0,5,7
41560,Copper Coast,2018,3,4,4,7,4,0,8,0,0,8,5,0,12,15,7,4,8,9,5,3,3,4,0,0,0,0,0,0,5,9
41750,Elliston,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
41830,Flinders Ranges,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
41960,Franklin Harbour,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
42030,Gawler,2018,5,14,3,14,16,18,10,10,15,21,10,6,19,24,5,4,22,14,12,4,0,5,3,4,0,3,0,3,4,1
42110,Goyder,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3
42250,Grant,2018,0,0,0,5,0,3,0,10,3,5,3,0,0,8,5,0,3,6,0,0,0,5,0,0,0,0,0,0,7,11
42600,Holdfast Bay,2018,0,9,4,9,5,11,3,0,5,8,4,0,5,17,7,4,10,14,6,6,4,7,0,0,0,0,0,0,6,12
42750,Kangaroo Island,2018,3,12,3,6,0,5,4,10,4,9,7,0,0,5,0,4,0,8,0,3,0,6,0,0,0,4,0,0,7,10
43080,Karoonda East Murray,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43360,Kingston,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
43650,Light,2018,0,6,0,6,3,0,0,0,5,4,0,0,0,5,0,0,0,6,0,0,0,4,0,0,0,0,0,0,11,7
43710,Lower Eyre Peninsula,2018,0,0,0,7,4,0,0,0,3,3,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,11
43790,Loxton Waikerie,2018,0,5,0,13,3,8,0,4,5,14,6,3,7,12,5,8,5,4,0,4,0,3,6,0,0,0,0,0,5,11
44000,Maralinga Tjarutja,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
44060,Marion,2018,19,76,24,69,35,63,33,54,51,63,24,23,36,86,24,21,29,48,23,26,9,26,15,19,4,14,3,6,3,2
44210,Mid Murray,2018,0,3,0,5,0,0,0,3,5,0,0,0,0,8,4,5,4,3,0,6,0,3,4,0,0,0,0,0,10,12
44340,Mitcham,2018,4,13,0,16,12,15,0,14,9,22,3,10,6,21,6,12,5,12,5,9,3,5,3,6,0,7,0,8,5,5
44550,Mount Barker,2018,0,0,0,0,10,9,7,3,6,13,0,0,3,28,8,0,7,15,3,0,3,7,0,0,0,5,0,0,5,17
44620,Mount Gambier,2018,7,54,3,57,6,39,19,37,19,38,33,17,12,41,41,27,6,25,27,19,0,13,7,6,0,5,3,0,2,4
44830,Mount Remarkable,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2
45040,Murray Bridge,2018,0,28,0,17,11,23,10,13,31,38,23,19,23,34,14,25,10,30,10,18,6,7,6,6,0,3,3,5,4,1
45090,Naracoorte and Lucindale,2018,0,7,0,4,0,0,0,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8
45120,Northern Areas,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
45290,Norwood Payneham St Peters,2018,0,3,5,11,5,9,0,0,8,8,5,7,5,13,7,5,6,5,10,4,0,8,3,4,0,0,0,0,8,10
45340,Onkaparinga,2018,57,161,46,151,114,190,78,156,116,141,69,65,71,150,43,56,51,108,40,27,18,33,15,21,4,9,5,11,3,1
45540,Peterborough,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
45680,Playford,2018,47,147,52,123,73,138,53,73,167,196,84,48,87,222,54,39,49,92,43,22,18,35,20,14,5,16,5,5,4,3
45890,Port Adelaide Enfield,2018,49,136,46,125,77,117,50,98,123,143,65,56,93,166,53,52,40,99,50,70,16,41,40,31,10,26,13,16,1,4
46090,Port Augusta,2018,16,34,14,28,59,33,33,15,63,64,43,25,41,42,28,27,22,26,27,24,16,14,13,13,5,0,6,4,3,1
46300,Port Lincoln,2018,14,24,14,35,15,23,12,9,26,26,26,12,16,22,22,7,9,20,16,7,4,7,10,3,0,0,0,0,3,1
46450,Port Pirie City and Dists,2018,5,3,4,8,14,13,10,10,17,37,15,14,12,34,14,12,13,20,11,12,6,11,10,7,0,6,0,0,4,3
46510,Prospect,2018,3,3,0,0,3,3,3,3,6,4,4,3,10,5,3,0,4,0,3,4,0,0,0,0,0,0,0,0,6,11
46670,Renmark Paringa,2018,0,24,5,20,9,13,8,14,7,16,3,7,8,23,9,3,6,8,9,0,3,0,4,0,0,0,3,0,3,3
46860,Robe,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
46970,Roxby Downs,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
47140,Salisbury,2018,42,106,28,96,78,85,41,73,113,162,69,39,90,168,45,35,42,94,38,28,8,36,18,17,8,14,0,6,4,4
47290,Southern Mallee,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
47490,Streaky Bay,2018,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7
47630,Tatiara,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4
47700,Tea Tree Gully,2018,3,17,3,21,20,24,11,19,19,37,24,11,23,50,23,11,11,31,19,14,4,9,8,4,5,5,4,5,0,0
47800,The Coorong,2018,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,4,0,3,0,0,0,0,0,0,0,0,9,8
47910,Tumby Bay,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
47980,Unley,2018,0,7,0,8,4,6,0,4,9,11,0,0,5,14,5,0,6,8,0,5,0,0,0,5,0,0,3,3,8,11
48050,Victor Harbor,2018,0,6,0,11,4,0,0,0,4,10,0,0,4,13,3,0,7,11,9,0,0,0,0,0,0,4,0,0,8,14
48130,Wakefield,2018,0,3,0,0,0,4,0,0,4,6,0,0,7,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,13
48260,Walkerville,2018,14,23,19,32,15,12,16,7,11,4,7,0,15,4,3,4,10,3,12,0,3,0,3,0,0,0,0,0,3,3
48340,Wattle Range,2018,0,4,0,4,5,9,3,3,4,10,4,0,0,8,0,0,6,7,4,0,0,0,0,0,0,3,0,0,5,6
48410,West Torrens,2018,9,19,12,24,18,17,6,16,15,30,12,8,15,27,14,14,8,21,13,15,4,12,4,10,3,13,4,5,3,1
48540,Whyalla,2018,0,3,6,5,12,30,13,15,25,49,14,16,21,33,10,10,10,21,12,3,3,10,4,0,0,6,0,0,8,8
48640,Wudinna,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48750,Yankalilla,2018,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
48830,Yorke Peninsula,2018,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,11
49399,Unincorporated SA,2018,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
50080,Albany,2018,7,33,7,36,15,29,8,14,22,42,15,5,17,61,10,0,17,40,5,5,5,14,4,3,0,8,0,3,3,5
50210,Armadale,2018,27,41,24,37,30,34,14,24,42,41,19,13,39,41,11,8,15,28,12,3,4,9,6,0,3,5,0,0,1,3
50250,Ashburton,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
50280,Augusta-Margaret River,2018,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,0,0,4,0,10,7
50350,Bassendean,2018,4,5,3,3,8,5,3,4,8,7,4,0,5,9,3,0,3,4,4,0,0,0,0,0,0,0,0,0,4,9
50420,Bayswater,2018,16,22,23,19,19,21,11,8,19,26,7,9,20,36,15,5,14,17,10,8,7,7,12,10,0,4,0,7,4,3
50490,Belmont,2018,17,15,20,10,21,17,11,5,16,25,3,3,15,26,3,9,19,13,5,3,5,5,0,4,0,0,0,0,5,6
50560,Beverley,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
50630,Boddington,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
50770,Boyup Brook,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
50840,Bridgetown-Greenbushes,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,2
50910,Brookton,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
50980,Broome,2018,14,65,13,55,9,66,0,23,34,72,9,21,21,53,10,10,24,35,12,10,3,22,18,11,4,7,7,5,4,3
51080,Broomehill-Tambellup,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
51120,Bruce Rock,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
51190,Bunbury,2018,18,19,25,18,24,20,27,14,47,66,25,22,45,76,21,24,25,53,19,12,4,29,10,7,0,13,3,3,4,2
51260,Busselton,2018,9,0,7,0,12,13,6,4,11,22,8,0,10,40,5,4,7,40,3,6,0,20,0,4,0,6,0,0,6,8
51310,Cambridge,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,12,11
51330,Canning,2018,16,16,29,22,17,22,15,9,23,24,12,9,26,37,6,14,13,25,9,4,3,3,0,5,0,7,3,3,1,3
51400,Capel,2018,4,0,3,7,0,6,0,3,0,12,0,0,3,28,0,0,3,19,0,0,0,7,0,0,0,0,0,0,6,7
51470,Carnamah,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
51540,Carnarvon,2018,3,17,3,20,0,10,0,5,0,34,0,0,3,22,0,4,0,19,0,0,0,12,0,3,0,5,0,3,3,5
51610,Chapman Valley,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
51680,Chittering,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
51750,Claremont,2018,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6
51820,Cockburn,2018,18,39,17,32,28,22,13,10,35,77,14,20,30,87,23,33,20,84,13,36,13,58,5,34,0,34,5,40,7,0
51890,Collie,2018,0,0,3,0,4,3,0,0,0,3,3,0,6,9,0,0,0,5,0,0,0,3,0,0,0,3,0,0,4,12
51960,Coolgardie,2018,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,6
52030,Coorow,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
52100,Corrigin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52170,Cottesloe,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
52240,Cranbrook,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
52310,Cuballing,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
52380,Cue,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
52450,Cunderdin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
52520,Dalwallinu,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
52590,Dandaragan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52660,Dardanup,2018,0,0,0,0,4,3,0,0,5,13,0,0,3,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,10
52730,Denmark,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4
52800,Derby-West Kimberley,2018,36,168,28,163,20,107,9,51,24,151,11,41,20,143,4,46,11,92,7,23,6,56,3,28,0,40,3,18,5,0
52870,Donnybrook-Balingup,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,0,0,0,2,1
52940,Dowerin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
53010,Dumbleyung,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53080,Dundas,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
53150,East Fremantle,2018,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,5,0,5,3,10,0,5,0,3,0,0,0,0,3,8
53220,East Pilbara,2018,4,11,3,17,0,11,0,0,10,23,0,10,9,31,3,5,4,24,5,7,0,9,0,4,0,6,0,3,4,6
53290,Esperance,2018,16,15,10,15,11,3,8,0,15,11,11,4,4,12,7,0,7,8,8,0,0,4,3,5,0,0,0,0,9,9
53360,Exmouth,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
53430,Fremantle,2018,5,8,6,10,14,6,5,0,36,27,39,19,36,46,76,35,38,35,106,52,16,41,66,66,4,38,21,33,1,6
53570,Gingin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0
53640,Gnowangerup,2018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
53710,Goomalling,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53780,Gosnells,2018,42,46,41,66,37,53,31,54,49,63,16,16,45,80,18,23,35,46,9,14,4,16,5,6,0,5,0,5,1,4
53800,Greater Geraldton,2018,20,41,32,53,37,33,24,14,36,78,15,11,43,77,14,15,27,38,17,9,8,8,9,4,4,0,0,4,4,6
